Low Density Lipoprotein Cholesterol,High Density Lipoprotein Cholesterol,Total Cholesterol,Cholesterol Risk
95.87389382946832,68.83594511172552,187.95761903404403,0.0
94.55435051277348,69.69163034780051,186.45199955957136,0.0
95.9029765320292,68.83465183160831,187.9790749230214,0.0
88.66894609134661,71.15521605555479,186.1923205748328,0.0
95.75301925944912,68.86063665531223,187.8810133590534,0.0
92.27898737120024,67.07987666733806,195.70139757627445,0.0
95.75797185353112,68.86037810618888,187.88487959894812,0.0
95.8127588362838,68.85059769207915,187.92026968578497,0.0
96.5458979525028,64.84697428670461,197.2237676603875,0.0
93.88727898195914,70.52211788662184,186.31553466124828,0.0
94.5525611137808,69.6610772175236,186.4354402135185,0.0
92.2625053081742,67.42806980649789,185.6697679585964,0.0
91.33790022116008,71.28034682535983,188.43801043039605,0.0
92.2909106196482,67.05178157667298,195.7428282630781,0.0
95.68698555617412,68.87481392995616,187.8389449700036,0.0
91.35382234532815,69.13900427598725,186.2473654466428,0.0
95.67990994627516,68.87493619417147,187.8334157630645,0.0
98.80574957944214,65.6367474304227,189.4379162187664,0.0
92.24437302811816,67.10159257094718,195.67349043205832,0.0
85.98236524200185,70.96388795833803,183.6001485414044,0.0
105.15467664723488,59.16705886377415,199.92655862185924,1.5
95.84299313296911,68.85715943236929,187.9478331473295,0.0
96.16685894957917,62.99751528047803,195.41438598890863,0.0
88.03223014088232,72.5642916906962,186.60257245178653,0.0
95.92537589102922,68.83033976117592,187.9939209662552,0.0
101.8350659299516,63.95169690193685,190.9276082072953,0.5
96.16775776585231,63.01003453646671,195.4126419036318,0.0
84.76778554850186,71.69419723573732,181.854305750382,0.0
97.3708955370944,62.36953349367932,196.16282849062733,0.0
105.08223833841951,59.219630402859934,199.84743370633623,1.5
99.0922597168949,68.06421861487624,191.0645684420462,0.0
95.68522350563148,68.86640963232689,187.8321903306937,0.0
82.59564709298769,70.40541141003077,179.99100898489797,0.0
101.7929381596145,67.47834897420559,192.4094872510177,0.5
91.86148532590852,68.53481387570231,186.25260610689404,0.0
88.0320974704568,72.56171238555885,186.5983878682588,0.0
95.86385554555746,68.85991703137776,187.9656640770596,0.0
92.23647054286928,69.15557952948483,185.2567050107409,0.0
95.8805181054914,68.84440857971681,187.96765478895423,0.0
95.64759413677636,68.87963498639336,187.81169340962785,0.0
105.15983972304272,59.16794947276056,199.9315448541876,1.5
97.43237810894014,62.317037494054,196.14692096159644,0.0
88.04073083594616,72.56073757233035,186.6068926450721,0.0
95.86167492903722,68.85017840749015,187.95902750963123,0.0
94.60637625281248,69.68359503460015,186.4970153673673,0.0
95.87987199178193,68.84075173748298,187.96611813695165,0.0
91.4761018055172,69.13855173969509,186.36721750964563,0.0
91.84679798344612,68.54390228285195,186.2476293542027,0.0
95.9120753680555,68.8384685481754,187.98977993599547,0.0
91.4890633395174,70.89731355357446,185.69829489377852,0.0
95.85810588693082,68.85091962773396,187.9569777192335,0.0
93.16183725358938,69.10764774889259,186.23095386919115,0.0
87.55948742614711,71.26091893526393,182.0376915636506,0.0
94.70764661225938,69.62360086315807,186.56097605055865,0.0
99.59836685662408,63.158107395256735,198.77441937899303,0.0
95.83073983156736,68.86081586584108,187.9414592857678,0.0
91.83967394361342,68.51107304622639,186.2093849162657,0.0
90.39468606206457,71.64791471227464,188.1355897476716,0.0
95.83844706874184,68.85330184103609,187.94207453051592,0.0
93.93913143081303,66.61936392742274,185.0347359412232,0.0
85.6828910491656,69.36579817552952,180.78549220403812,0.0
105.159321125161,59.16715241178779,199.9451746801917,1.5
99.55587777084357,63.19104169021006,198.77562192448767,0.0
101.81471222375632,67.47158681689369,192.41966566637905,0.5
91.79195977375907,68.56440756493959,186.2153218331647,0.0
101.82987746460664,63.955875296025525,190.9281831754852,0.5
95.71064817842569,68.87738747801914,187.8612994904622,0.0
96.158445354005,63.02140329640243,195.4123768267096,0.0
95.9240756170248,68.83114473501027,187.993590427431,0.0
84.20479125353332,71.94707609439804,180.71531407500143,0.0
105.11149167448804,59.204680857208,199.8889035468997,1.5
101.78656091595604,67.48644428238993,192.4118372045085,0.5
105.08715692343408,59.22230796386236,199.85815774136915,1.5
94.54376326044822,69.70462315403516,186.44867100364155,0.0
87.6346867046746,71.23582646780365,182.10501086069144,0.0
91.7969750207144,68.5510623294581,186.2079306334142,0.0
84.90900582552632,71.52556961385909,181.93811608708748,0.0
90.92370166581571,72.27271670363045,188.08817419669097,0.0
95.85971541760098,68.84238339224886,187.95073730503177,0.0
92.92911761484704,69.8677408079277,187.0800299941012,0.0
99.61139028886274,63.15411403011964,198.79408846843705,0.0
95.7744215693432,68.85378525005409,187.8930569869855,0.0
106.98084196273896,58.87007197794877,201.3628815205205,2.5
95.6951973700514,68.87469981173307,187.84610789425503,0.0
87.98408294967663,72.54118215700271,186.53363342465573,0.0
94.34805863314892,70.73900152830215,189.5345909044385,0.0
102.7888819737814,67.30862666820224,192.34909903803057,0.5
95.81476074732518,68.84813459262493,187.9215347433041,0.0
92.70776626955556,66.07079086057841,182.45700726942988,0.0
96.51860321619556,70.52465303340998,192.6602701369081,0.0
95.83225041117277,68.85254244924012,187.9382672623467,0.0
92.2688622881628,67.09752755067571,195.67836592739647,0.0
95.90808516119566,68.85234245163463,187.9971684787414,0.0
95.76125811561822,68.86508297290571,187.89178621697428,0.0
93.11446373695584,69.12204486081565,186.19215406419207,0.0
106.3659770776835,65.83164566605215,194.4274606070395,0.5
92.26389561357988,67.43423551205338,185.6802918764852,0.0
99.07515036029793,68.03779420239194,191.033273214298,0.0
95.7747269074005,68.86381980384103,187.9007183453338,0.0
96.18069239185463,63.03189429048663,195.4022213731733,0.0
91.69891111941192,68.24370839453812,185.20674049411625,0.0
95.7366217928968,68.87301210741418,187.87740631342132,0.0
96.55857763525236,64.83497806639916,197.2402357285832,0.0
86.44949376970496,69.94150754350625,182.6528034666205,0.0
99.59076878616668,63.14124743772789,198.77945721214132,0.0
95.86803978292544,68.84609090075077,187.962226528603,0.0
95.92651901111938,68.84577504625781,188.0059978350867,0.0
91.7992079814802,68.57287619725817,186.2318908896544,0.0
101.81651459985916,63.9589657508895,190.91893868413595,0.5
92.25978870533626,67.06557450079079,195.7316601584364,0.0
99.57020775715586,63.17032677921305,198.7532021281728,0.0
92.89245709854784,69.87063159611412,187.0575273220231,0.0
99.56986324864394,63.17560886521893,198.7727577861818,0.0
94.69243804327922,69.67142923008024,186.57010688035672,0.0
95.8925945252174,68.84246361407963,187.97781550937788,0.0
92.2665525489778,67.10025276283763,195.68937663698176,0.0
88.01042283106489,72.56056099315362,186.57899037857948,0.0
85.19582352730187,70.62732588950378,180.8504861271863,0.0
87.60442403912246,71.24119480711089,182.0662915240167,0.0
92.93096816658586,69.86797338398006,187.080276816893,0.0
95.84768700367503,68.85271159042688,187.9492932027825,0.0
92.27002906237416,67.42757857468938,185.67790111848856,0.0
93.99743040252996,66.60456199364748,185.09405714107177,0.0
95.6944247257695,68.87618643159078,187.8469368606058,0.0
92.27291805456734,67.11999255774292,195.6732840796355,0.0
95.82867697208653,68.85651253759976,187.93908371632452,0.0
94.53061194805932,69.71099042409301,186.4418125505664,0.0
95.8202546360078,68.84979482239895,187.92761853360423,0.0
90.56967287568762,65.25937071022845,190.2791087340234,0.0
96.51483454444566,70.53089620439681,192.66396604959047,0.0
95.7460032459672,68.86859656967886,187.88317865214867,0.0
92.24814041158692,67.1076172808268,195.6692300843128,0.0
101.82429399619664,67.48317471400819,192.4362520145784,0.5
95.91553742791493,68.8441377979759,187.99757961853413,0.0
92.7522495458719,66.03879936714861,182.4761652671232,0.0
102.47745979917347,66.66627048627325,192.58317215584125,0.5
92.26904425704682,67.42983114596815,185.6797330030012,0.0
91.9311655892462,68.54809199837327,186.3338286296828,0.0
94.36825216589492,69.71262664185795,186.29322377189808,0.0
101.8063148126127,67.4775234544247,192.4198555980732,0.5
96.17192749563222,63.0418489755387,195.41045720395064,0.0
91.70011778056968,68.23213582680978,185.1947863517649,0.0
95.93874262233692,68.84052417836463,188.0121183606946,0.0
95.82432240865748,68.8536882766301,187.93267644768216,0.0
98.8164357374437,65.62565330340713,189.4375535906016,0.0
86.47179102487188,69.92797288418033,182.65478936146727,0.0
105.10204191017952,59.20302878460157,199.886894343335,1.5
95.8989262655602,68.85100084977815,187.99023670713768,0.0
95.89802606604698,68.85375042717502,187.990105224281,0.0
92.2422194852619,67.12880565969336,195.64482443356863,0.0
97.36612881169911,62.37192554983597,196.1269492334011,0.0
92.2616343127895,67.07059086729126,195.7276440506312,0.0
92.97650551418069,69.73512615874111,187.1024179029312,0.0
92.25035122082706,67.45331254609411,185.6891353838184,0.0
87.71155360258778,70.01289310021431,180.9362188631694,0.0
101.83577274821737,67.46942513749819,192.43348475253305,0.5
92.2813335982136,67.10715871627097,195.67972661292492,0.0
88.01077182326375,72.55325734669144,186.5727309055646,0.0
95.94853991681735,68.84791945926375,188.0247583996704,0.0
84.54809896101882,71.6712161175817,181.6664447356392,0.0
92.8633394360158,69.87644943895351,187.03438325200892,0.0
95.65294926093848,68.89161367095654,187.8256362446704,0.0
92.85870635472628,69.87493395910622,187.0283595130116,0.0
101.77462669478896,63.9834850954336,190.9066133102621,0.5
97.44300490586038,62.3110980264924,196.125345819891,0.0
101.8287922927812,67.47569281604878,192.43240900842088,0.5
96.18030101289207,63.02184803199141,195.37078187401687,0.0
88.02086922448143,72.53780816038423,186.56693811647264,0.0
95.96581335940084,68.83019409745359,188.02759779420464,0.0
94.6027922939542,69.69721299459685,186.50224508757697,0.0
95.7860874027269,68.86269130271079,187.91073323160728,0.0
92.7111845717062,66.07161790717375,182.46126679229124,0.0
93.40188824572354,68.98047822623285,188.04688733172225,0.0
95.95503732320564,68.82670415887597,188.01675407332272,0.0
92.31672015299064,67.10518164938368,195.69513741681524,0.0
95.8119507201269,68.86608213896139,187.9336368823365,0.0
95.8883202091317,68.85347771318354,187.983663862136,0.0
94.13793804038548,67.10210630737832,187.1605461046697,0.0
93.95540178382724,66.60567613311761,185.0344426510884,0.0
102.98612405774814,67.26941659960437,192.9405292162909,0.5
92.26070775984022,67.44081258925485,185.6859525779996,0.0
92.32157707227076,67.11266808633052,195.6852894349897,0.0
99.0741022760418,68.04189957020876,191.03309483472944,0.0
95.94535835298072,68.84459956272353,188.02088733148645,0.0
97.88060000389038,61.03449125641007,194.7142024480181,0.0
91.41544034198368,69.12844121764691,186.2961492500233,0.0
101.8209862896162,67.48145206280347,192.43195710199123,0.5
95.73438747982274,68.85557771172259,187.86465330677373,0.0
89.24795049601657,69.09430747233566,184.17544473247864,0.0
85.72338071925351,69.35393627898569,180.81049774251,0.0
99.59437961688036,63.15295853689559,198.7920882305539,0.0
95.78046053182196,68.87454580178034,187.91549290679205,0.0
95.7471482804803,68.87405482950165,187.8876351349525,0.0
92.29851334485332,67.1298997484835,195.65369274193893,0.0
97.37258739569891,62.3775778796177,196.11417375765708,0.0
91.8646422569822,68.55494692374623,186.27749365726868,0.0
99.55049353781978,63.19974058219685,198.74670553625327,0.0
92.95768976177636,69.73300331058348,187.09076512661147,0.0
99.1047521868321,68.079903607731,191.0831811237093,0.0
95.86441267750654,68.8533425052602,187.96481889603388,0.0
